date,prix,lag_1,lag_2,lag_4,lag_8,lag_12,MA4,MA12,MA26,std_4,mois,trimestre,semaine,variation_pct
2018-08-23,69.51,67.86,65.01,67.66,74.14,64.73,67.33,68.765,67.64961538461539,1.876859078353875,8,3,34,2.431476569407609
2018-08-30,68.72,69.51,67.86,66.94,70.38,66.64,67.775,68.93833333333333,67.94076923076923,1.9626257921466785,8,3,35,-1.1365271184002435
2018-09-06,70.37,68.72,69.51,65.01,68.76,66.22,69.11500000000001,69.28416666666666,68.3026923076923,1.0742594348353727,9,3,36,2.401047729918515
2018-09-13,71.12,70.37,68.72,67.86,69.3,72.76,69.93,69.1475,68.53153846153847,1.0408650248709153,9,3,37,1.0657950831320262
2018-09-20,71.57,71.12,70.37,69.51,67.66,74.14,70.44500000000001,68.93333333333334,68.80807692307692,1.2519984025547184,9,3,38,0.6327334083239489
2018-09-27,76.41,71.57,71.12,68.72,66.94,70.38,72.36749999999999,69.43583333333333,69.30961538461538,2.7400775536469286,9,3,39,6.762610032136385
2018-10-04,73.17,76.41,71.57,70.37,65.01,68.76,73.0675,69.80333333333333,69.55384615384615,2.395695793153451,10,4,40,-4.240282685512364
2018-10-11,69.75,73.17,76.41,71.12,67.86,69.3,72.725,69.84083333333332,69.60307692307693,2.826181168998156,10,4,41,-4.674046740467408
2018-10-18,66.82,69.75,73.17,71.57,69.51,67.66,71.5375,69.77083333333333,69.55576923076923,4.157574413044185,10,4,42,-4.20071684587815
2018-10-25,65.31,66.82,69.75,76.41,68.72,66.94,68.7625,69.635,69.45500000000001,3.468634457535045,10,4,43,-2.2598024543549755
2018-11-01,61.67,65.31,66.82,73.17,70.37,65.01,65.8875,69.35666666666667,69.09076923076923,3.3620070890267,11,4,44,-5.5734190782422255
2018-11-08,56.25,61.67,65.31,69.75,71.12,67.86,62.5125,68.38916666666667,68.50461538461538,4.701392524206572,11,4,45,-8.788714123560892
2018-11-15,54.63,56.25,61.67,66.82,71.57,69.51,59.465,67.14916666666667,67.84269230769232,4.924073516916505,11,4,46,-2.8799999999999937
2018-11-22,50.29,54.63,56.25,65.31,76.41,68.72,55.71,65.61333333333333,67.15346153846154,4.703048656633776,11,4,47,-7.944352919641229
2018-11-29,52.89,50.29,54.63,61.67,73.17,70.37,53.515,64.15666666666667,66.69807692307693,2.5504705448206786,11,4,48,5.170013919268257
2018-12-06,51.15,52.89,50.29,56.25,69.75,71.12,52.24,62.4925,66.10230769230769,1.9257206443297463,12,4,49,-3.28984685195689
2018-12-13,47.2,51.15,52.89,54.63,66.82,71.57,50.3825,60.461666666666666,65.37076923076924,2.3814193946743023,12,4,50,-7.722385141739974
2018-12-20,46.22,47.2,51.15,50.29,65.31,76.41,49.365,57.94583333333333,64.35000000000001,3.1722809879744513,12,4,51,-2.0762711864406813
